Expected total responses,1049
Success count,1049
Error count,0
Unverified response count,0
See download status column for download errors
Response ID,Timestamp,Download Status,ជម្រើសរាជធានី ឬខេត្ត,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកណ្តាល,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកែប,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកោះកុង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តក្រចេះ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ចាម,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ឆ្នាំង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ធំ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ស្ពឺ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពត,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តតាកែវ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តត្បូងឃ្មុំ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តបន្ទាយមានជ័យ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តប៉ៃលិន,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តបាត់ដំបង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តពោធិ៍សាត់,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រៃវែង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រះវិហារ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រះសីហនុ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល រាជធានីភ្នំពេញ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តមណ្ឌលគិរី,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តរតនគិរី,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តសៀមរាប,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តស្ទឹងត្រែង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តស្វាយរៀង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តឧត្ដរមានជ័យ,រយៈទទឹង និងរយៈបណ្តោយ​ (Latitude and longitude),តំណភ្ជាប់ផែនទី (Map Link),រូបភាពមូលដ្ខានសុខាភិបាល,ជម្រើសពីបញ្ជីឈ្មោះមូលដ្ខានសុខាភិបាល ឬបញ្ជូលថ្មី,ប្រភេទសេវា,ឈ្មោះមូលដ្ឋានសុខាភិបាលជាអក្សរខ្មែរ,ឈ្មោះមូលដ្ឋានសុខាភិបាលជាអក្សរឡាតាំង,លេខលិខិតអនុញ្ញាត,កាលបរិច្ឆេទអនុញ្ញាត,កាលបរិច្ឆេទផុតសុពលភាពនៃលិខិតអនុញ្ញាត,ចំនួនបុគ្គលិក&ពេទ្យ
67e68aad1bc07d0012ae087d,28 Mar 2025 06:40:29 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល ព្រៃពង្រ (Prey Pongro - 1973),,,,,,,,,,,,,,,,,,"11.427297380063104, 104.65422725469102",https://maps.app.goo.gl/mh8qwQ5WFGYgoBLp9,photo_2025-03-28_18-15-28.jpg,,,,,,,,
67e68b0f280a730012cf2050,28 Mar 2025 06:42:07 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល ច្បារអំពៅ (Chbar Ampov - 71),,,,,,,360,https://maps.app.goo.gl/aebqnyN4PXNAjqVw7?g_st=com.google.maps.preview.copy,photo_2025-03-28_18-32-03.jpg,,,,,,,,
67e68da9280a730012cf28ab,28 Mar 2025 06:53:13 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល ផ្សារក្រាំងចេក (Psar Krang Chek - 1125),,,,,,,,,,,,,,,,,,"11°35'05.5""N 104°32'01.2""E",https://maps.app.goo.gl/Z5q6a9QwHsCF8NS46,photo_kJC.jpg,,,,,,,,
67e68e311bc07d0012ae1282,28 Mar 2025 06:55:29 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សាល (Sala - 997),,,,,,,,,,,,"12.775669017735835, 103.44460056159946",https://maps.app.goo.gl/Lk3q5s3D38saau427,TimePhoto_20240917_175726.jpg,,,,,,,,
67e691c7280a730012cf2db2,28 Mar 2025 07:10:47 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ខៃ រតនា (Khai Ratana - 324),,,,,,,,,,,,"12.773793473982014, 103.44844520490236","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m12!1m3!1d210.50258807175229!2d103.44855764188935!3d12.773796195895889!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!5e1!3m2!1sen!2skh!4v1743163478871!5m2!1sen!2skh"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",photo_2025-03-28_19-09-26.jpg,,,,,,,,
67e692d1280a730012cf2e14,28 Mar 2025 07:15:13 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល មូលមិត្តដើមរកា (Moul Mit Daem Roka - 538),,,,,,,,,,,,,,,,,,"11.334911404152178, 104.72018736965806",https://maps.app.goo.gl/dP7edh2hGirsrH8k9,photo_2025-03-28_19-14-06.jpg,,,,,,,,
67e694a2280a730012cf2e36,28 Mar 2025 07:22:58 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល មូលមិត្តដើមរកា (Moul Mit Daem Roka - 538),,,,,,,,,,,,,,,,,,"11.33482724757342, 104.72015518314949",https://maps.app.goo.gl/gueee24VZ6gAUsiq6,photo_2025-03-28_19-14-06.jpg,,,,,,,,
67e694be1bc07d0012ae15bd,28 Mar 2025 07:23:26 PM,Success (with Downloaded Attachment),ស្ទឹងត្រែង,,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុភាព (Sopheak - 470),,,"13.535335, 105.982921",https://maps.app.goo.gl/e65mx9b5ZPb5pdiw6,clinic photo.jpg,,,,,,,,
67e6953b280a730012cf2e68,28 Mar 2025 07:25:31 PM,Success (with Downloaded Attachment),ស្ទឹងត្រែង,,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុភាព (Sopheak - 470),,,"13.535335, 105.982921",https://maps.app.goo.gl/e65mx9b5ZPb5pdiw6,clinic photo.jpg,,,,,,,,
67e698b7280a730012cf2eeb,28 Mar 2025 07:40:23 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល សុខ ហេង (Sok Heng - 776),,,,,,,"11.549549251703148, 104.83021790930681",https://maps.app.goo.gl/bsHjDZ3ZNheduiHg8,រូបគ្លីនិច.PNG,,,,,,,,
67e69a4b280a730012cf2f08,28 Mar 2025 07:47:07 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល សុខ ហេង (Sok Heng - 776),,,,,,,"11.549254926816392, 104.83017499396415",https://maps.app.goo.gl/kgio4EAzrJ1h2FPt6,រូបគ្លីនិច.PNG,,,,,,,,
67e69e16280a730012cf3057,28 Mar 2025 08:03:18 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរពហុព្យាបាល អ៊ុំ សារ៉ន (Um Saron - 81),,,,,,,,,,,,,,,,,,"(11.4621953, 104.5211802)",https://maps.app.goo.gl/XLxM7d47KdfBQSP8A?g_st=com.google.maps.preview.copy,IMG_9070.jpeg,,,,,,,,
67e69f7b0eb0b70012a76d63,28 Mar 2025 08:09:15 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល ដើមលាភ ទី១ (Daem Leap 1 - 1945),,,,,,,,,,,,,,,,,,https://maps.app.goo.gl/XgBurpBTZz4Vw4RG6?g_st=com.google.maps.preview.copy,https://maps.app.goo.gl/XgBurpBTZz4Vw4RG6?g_st=com.google.maps.preview.copy,att.hRO4IAFUjWkkAPp_D2DEzY1HpLoFE46IqHVsGG2Y3IQ.jpeg,,,,,,,,
67e6a8a30eb0b70012a7725f,28 Mar 2025 08:48:19 PM,Success (with Downloaded Attachment),ត្បូងឃ្មុំ,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុខ សំណាង (Sok Samnang - 530),,,,,,,,,,,,,,,"11.912095656697353, 105.65169711483163",https://maps.app.goo.gl/cv29cyR41CF1aY7SA,ds.jpg,,,,,,,,
67e6ac580eb0b70012a774a5,28 Mar 2025 09:04:08 PM,Success (with Downloaded Attachment),តាកែវ,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ឃ្វីន (Quinn - 2149),,,,,,,,,,,,,,,,"10.986053547825756, 104.78042324244802","10.986053547825756, 104.78042324244802",photo_2025-03-28_21-05-55 (2).jpg,,,,,,,,
67e6ca065681090011efb090,28 Mar 2025 11:10:46 PM,Success (with Downloaded Attachment),រតនគិរី,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល កក្កដាគិរីរម្យ (Koh Kdey Kiri Romey - 1925),,,,,"13.741022873901017, 106.99628903665656",https://maps.app.goo.gl/k2vj8LmgS8FHfKzm8,photo_2023-06-01_13-39-56.jpg,,,,,,,,
67e72a835681090011efc4b1,29 Mar 2025 06:02:27 AM,Success (with Downloaded Attachment),សៀមរាប,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល តាព្រហ្ម (Ta Brahma - 334),,,,"13.360361126569423, 103.8728213238412",https://maps.app.goo.gl/Kuej7sGqhYf7yjFt7,ផ្លូវជាតិលេខ ៦ - Google ផែនទី.html,,,,,,,,
67e7319e0eb0b70012a7a945,29 Mar 2025 06:32:46 AM,Success (with Downloaded Attachment),សៀមរាប,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល តាព្រហ្ម (Ta Brahma - 334),,,,https://maps.app.goo.gl/WJ9WAK6MxFgK9RYR7,https://maps.app.goo.gl/WJ9WAK6MxFgK9RYR7,រុបគ្លីនីក.jpg,,,,,,,,
67e735fd0eb0b70012a7a952,29 Mar 2025 06:51:25 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល រក្សាសុខភាព (Health Protection - 804),,,,,,,"11.525756, 104.880322","https://maps.google.com/maps?q=11.525685,104.880320&ll=11.525685,104.880320&z=16",photo_2024-07-20_09-10-09.jpg,,,,,,,,
67e73db40eb0b70012a7ab6e,29 Mar 2025 07:24:20 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល ទំនើប (Modern - 7),,,,,,,"11.53404134951527, 104.92363670858369",https://maps.app.goo.gl/6rLu8cvreqAFptde9,Tumnoeub_Polyclinic.jpg,,,,,,,,
67e756530eb0b70012a7b77a,29 Mar 2025 09:09:23 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ប្រសិទ្ធ (Praseth - 1068),,,,,,,,,,,,,,https://maps.app.goo.gl/rkUL9XiGhPKNEM8s9?g_st=ic,https://maps.app.goo.gl/7ajE4YLm98C6XCbZ6?g_st=ic,IMG_1701.jpeg,,,,,,,,
67e75a395681090011efd8dd,29 Mar 2025 09:26:01 AM,Success (with Downloaded Attachment),តាកែវ,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ប្រាសាទ II (Prasat II - 903),,,,,,,,,,,,,,,,"11.073739157501029, 106.17640331807496",https://maps.app.goo.gl/rr7fa7uWnHmZbHXK8,photo_2025-03-29_09-24-24.jpg,,,,,,,,
67e75d7e5681090011efdb36,29 Mar 2025 09:39:58 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល ចន្ទ្រា (Chandra - 46),,,,,,,"11.54209727503782, 104.89226996254065",https://maps.app.goo.gl/Z8H73KLgUmiZh68D8,IMG_5519.PNG,,,,,,,,
67e7601b5681090011efedf5,29 Mar 2025 09:51:07 AM,Success (with Downloaded Attachment),តាកែវ,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុខាត្រាំខ្នា (Sokha Tramkna - 1106),,,,,,,,,,,,,,,,"11.312836585045453, 104.70946702462794",https://maps.app.goo.gl/CCchrteNzaTfuzmBA,photo_2025-03-29_09-49-36.jpg,,,,,,,,
67e763e90eb0b70012a7dc2b,29 Mar 2025 10:07:21 AM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរសម្រាកព្យាបាល បេះដូងឈូក (Lotus Heart - 468),,,,,,,,,,,,,,,,,"RFP4+92M, 133A, Chhuk",https://maps.app.goo.gl/66AKqy58cPy4ceCs6?g_st=com.google.maps.preview.copy,IMG_6696.jpeg,,,,,,,,
67e765635681090011f002e6,29 Mar 2025 10:13:39 AM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរសម្រាកព្យាបាល បេះដូងឈូក (Lotus Heart - 468),,,,,,,,,,,,,,,,,"RFP4+92M, 133A, Chhuk",https://maps.app.goo.gl/66AKqy58cPy4ceCs6?g_st=com.google.maps.preview.copy,IMG_6696.jpeg,,,,,,,,
67e7674a5681090011f00bc6,29 Mar 2025 10:21:47 AM,Success (with Downloaded Attachment),ស្វាយរៀង,,,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល អារុណរះស្វាយរៀង (Svay Rieng Sunrise - 451),,"(11.0840049, 105.7963181)",https://maps.app.goo.gl/YrVREjDQuwDxQGav8?g_st=com.google.maps.preview.copy,att.EBGTFgklbJZ7-GFa2nwtJtHFTEBKV-0gAB8Uj4YI57I.jpeg,,,,,,,,
67e76e800eb0b70012a7f33f,29 Mar 2025 10:52:32 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល មេត្រូ (Metro - 26),,,,,,,"48 Street 608, Phnom Penh",https://maps.app.goo.gl/54G1JjB73PVEJ17q6,Metro Photo.jpg,,,,,,,,
67e76f055681090011f017a5,29 Mar 2025 10:54:45 AM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត ប៊ីយ៉ូបេស (Bio Best - 1659),,,,,,,,,,,,,,,,,,"11.465133886329133, 104.52584891602555",https://maps.app.goo.gl/SNrwobbP8t7dfCJn9,photo_2024-08-22_10-26-05.jpg,,,,,,,,
67e76fb35681090011f01919,29 Mar 2025 10:57:39 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល មេត្រូ (Metro - 26),,,,,,,"48 Street 608, Phnom Penh",https://maps.app.goo.gl/RZmq9xZkbZMbmuP3A,Metro Photo.jpg,,,,,,,,
67e772a10eb0b70012a7f5ef,29 Mar 2025 11:10:09 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មានជ័យ (Mean Chey - 393),,,,,,,,,,,,,,"(13.5823297, 102.9847098)",https://maps.app.goo.gl/c6LafM7L4PBhAJen8?g_st=com.google.maps.preview.copy,IMG_2532.jpeg,,,,,,,,
67e773d25681090011f01c21,29 Mar 2025 11:15:14 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត ជ័យមង្គល (Chey Mongkol - 1052),,,,,,,,,,,,,,"(13.5424977, 103.0270761)",https://maps.app.goo.gl/aTr48KtUqkX3EZkC7?g_st=com.google.maps.preview.copy,22C28723-7964-432A-9D5A-D1A6B1AED477.jpeg,,,,,,,,
67e776d25681090011f01ff4,29 Mar 2025 11:28:02 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត ដាវ ប៊ុនសាន (Dav Bunsan - 708),,,,,,,,,,,,,,"13.590086977815728, 102.97374992032309",https://maps.app.goo.gl/1GUxCDHZPicGrkqJA,Lab.jpg,,,,,,,,
67e7784ae2fb6f0012786f5a,29 Mar 2025 11:34:18 AM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មុន្នីរិទ្ធី (Mony Rithy - 1054),,,,,,,,,,,,,,,,,"11.5717187978466, 104.92361562330946",https://www.google.com/maps,រូបអគារ.jpg,,,,,,,,
67e778ee5681090011f0207d,29 Mar 2025 11:37:02 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សំអូនវឌ្ឍនៈ (Sam Oun Vattanak - 2146),,,,,,,,,,11m*23m,https://maps.app.goo.gl/y2MoKbKrGNgqTPng7?g_st=com.google.maps.preview.copy,IMG_4544.jpeg,,,,,,,,
67e7791c5681090011f02086,29 Mar 2025 11:37:48 AM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មុន្នីរិទ្ធី (Mony Rithy - 1054),,,,,,,,,,,,,,,,,"11.5717187978466, 104.92361562330946",https://www.google.com/maps,រូបអគារ.jpg,,,,,,,,
67e77b32e2fb6f0012787901,29 Mar 2025 11:46:42 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត មិត្តភាព (Friendship - 1117),,,,,,,,,,,,,,"13.66869963204682, 102.58078416407062",https://maps.app.goo.gl/TjntvL8VBNvLSj8e7,photo_2025-03-29_11-46-10.jpg,,,,,,,,
67e77bdf5681090011f02e2e,29 Mar 2025 11:49:35 AM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មុន្នីរិទ្ធី (Mony Rithy - 1054),,,,,,,,,,,,,,,,,"10.555987221331366, 104.49197110422736",https://maps.app.goo.gl/BBFfayisgNTsfBs8A,រូបអគារ.jpg,,,,,,,,
67e77e085681090011f0319a,29 Mar 2025 11:58:48 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល រុងរឿង (Rong Roeung - 867),,,,,,,,,,,,,,https://maps.app.goo.gl/UCMZfhW5iX3rFZWy9?g_st=com.google.maps.preview.copy,https://maps.app.goo.gl/UCMZfhW5iX3rFZWy9?g_st=com.google.maps.preview.copy,IMG_5123.jpeg,,,,,,,,
67e77eb75681090011f03352,29 Mar 2025 12:01:43 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរពហុព្យាបាល វែល (Well - 2095),,,,,,,,,,,,,,"13.659052212124367, 102.56722305434809",https://maps.app.goo.gl/mSmz2efgxPQ5coJn6,IMG_7828.jpg,,,,,,,,
67e78667e2fb6f0012788fa1,29 Mar 2025 12:34:31 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សាម ទិតលេង (Sam Tit Leng - 418),,,,,,,,,,,,,,7P54HXQC+Q5,"HXQC+Q5G Tarang Ball Village, Sangkat, Sisophon, Cambodia",IMG_2526.jpeg,,,,,,,,
67e78bdde2fb6f0012789467,29 Mar 2025 12:57:49 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល យស់ សាវ៉ន (Yas Savon - 326),,,,,,,,,,,,"12.773006121865928, 103.44842424605292",https://maps.app.goo.gl/9WzXqxUa9MPi7tEd7,clinic.jpg,,,,,,,,
67e79aa3e2fb6f001278a346,29 Mar 2025 02:00:51 PM,Success (with Downloaded Attachment),ព្រះសីហនុ,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល នួន សុបុប្ផា (Noun Sopheapa - 1968),,,,,,,,"10.635026, 103.540905",https://maps.app.goo.gl/GfU9Fgyzx2EFkdT69,100.jpg,,,,,,,,
67e79b59e2fb6f001278a3b4,29 Mar 2025 02:03:53 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ឥណថៈទេវី (Indra Devi - 1966),,,,,,,,,,,,,,"13.57679047052234, 103.1449337570969",https://maps.app.goo.gl/4JXYwgJwxhMyCcK56,CLINIC.jpg,,,,,,,,
67e79b975681090011f04fee,29 Mar 2025 02:04:55 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ឥណថៈទេវី (Indra Devi - 1966),,,,,,,,,,,,,,"13.57679047052234, 103.1449337570969",https://maps.app.goo.gl/4JXYwgJwxhMyCcK56,CLINIC.jpg,,,,,,,,
67e79f7d5681090011f0554d,29 Mar 2025 02:21:33 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ខៃ រតនា (Khai Ratana - 324),,,,,,,,,,,,"(12.7738087, 103.4484699)","(12.7738087, 103.4484699)",42F596D9-4528-4EE2-B2B7-92133F88D90B.jpeg,,,,,,,,
67e79ff3e2fb6f001278a7e9,29 Mar 2025 02:23:31 PM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរពហុព្យាបាល ក្រុងកំពត (Krong Kampot - 1905),,,,,,,,,,,,,,,,,"10.61355335471531, 104.17693622698755",https://maps.app.goo.gl/CkL6kcWX1rnYcFJL9,555555.jpg,,,,,,,,
67e7a916e2fb6f001278b06a,29 Mar 2025 03:02:30 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ចាស្មីន (Jasmine - 1235),,,,,,,,,,,,,,"13.668848499260715, 102.56413107366",https://maps.app.goo.gl/FA6HBdv9A3GUFDiN6,photo_2024-04-30_21-41-24.jpg,,,,,,,,
67e7aa49e2fb6f001278b47e,29 Mar 2025 03:07:37 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ចាស្មីន (Jasmine - 1235),,,,,,,,,,,,,,"13.668850602244513, 102.56413448726927",https://maps.app.goo.gl/oBoKEn2FuSKCMqTL6,photo_2024-04-30_21-41-24.jpg,,,,,,,,
67e7adac5681090011f0666a,29 Mar 2025 03:22:04 PM,Success (with Downloaded Attachment),ត្បូងឃ្មុំ,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ឃឿន ធីតា (Khuon Thida - 972),,,,,,,,,,,,,,,"11.861761001057475, 105.73956116931352",https://maps.app.goo.gl/hiPKftZzvWfD1WJd9,photo_2025-03-29_15-21-08.jpg,,,,,,,,
67e7b5a55681090011f07950,29 Mar 2025 03:56:05 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សិរីសោភ័ណ (Siri Sophorn - 386),,,,,,,,,,,,,,"13.585918228963449, 102.97330538184345",https://maps.app.goo.gl/hLec1959sLwrnRFu6,photo_2025-03-29_15-54-25.jpg,,,,,,,,
67e7b6f9ea67480012d14d8d,29 Mar 2025 04:01:45 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល ផ្សារព្រៃផ្តៅ (Psar Prey Ptov - 1574),,,,,,,,,,,,,,,,,,"11.4841043,104.6179525",​​​​​​https://maps.app.goo.gl/JHH1TzichpTEGLtaA,Pic Clinic.jpg,,,,,,,,
67e7c34d5681090011f0a88d,29 Mar 2025 04:54:21 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ហង្សទេព (Hong Tep - 409),,,,,,,,,,,,,,"13.632861774163441, 102.61102545434285",https://maps.app.goo.gl/96hbEfahzRfjL7st8,រូបគ្លីនិច.jpg,,,,,,,,
67e7ca455681090011f0c04f,29 Mar 2025 05:24:05 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ស៊ី ប៉េងតាន់ (Sy Peng Tan - 420),,,,,,,,,,,,,,"13.5839573, 102.9690387","https://www.google.com/maps/place/%E1%9E%96%E1%9F%81%E1%9E%91%E1%9F%92%E1%9E%99+%E1%9E%8F%E1%9E%B6%E1%9E%93%E1%9F%8B/@13.5838828,102.9716031,17z/data=!4m6!3m5!1s0x311ae7a8e9112209:0x994122d29ff2865c!8m2!3d13.5839573!4d102.9716136!16s%2Fg%2F11n09vjzgz?entry=ttu&g_ep=EgoyMDI1MDMyNS4xIKXMDSoASAFQAw%3D%3D",photo_2025-01-05_16-32-34.jpg,,,,,,,,
67e7cce4ea67480012d19ab5,29 Mar 2025 05:35:16 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល កូនខ្មែរ (Khmer Child - 1971),,,,,,,,,,,,,,,,,,https://maps.app.goo.gl/ozfEkedQk2icYVbm7?g_st=atm,https://maps.app.goo.gl/ozfEkedQk2icYVbm7?g_st=atm,photo_2025-03-29_17-12-11.jpg,,,,,,,,
67e7d4695681090011f0ddcb,29 Mar 2025 06:07:21 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ស្វឺយ ប៊ុនណារេត (Svay Bunnareth - 321),,,,,,,,,,,,"(13.1035319, 103.1995110)",https://maps.app.goo.gl/wByFgB9EsM2o9NJ87?g_st=com.google.maps.preview.copy,IMG_8076.jpeg,,,,,,,,
67e7d4b35681090011f0df29,29 Mar 2025 06:08:35 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល ហ្គោលដិន (Golden - 984),,,,,,,,,,,,"(13.0955696, 103.1976267)",https://maps.app.goo.gl/EiE9RSCkpg9p9WkH9?g_st=com.google.maps.preview.copy,IMG_8077.jpeg,,,,,,,,
67e7d7555681090011f0e35c,29 Mar 2025 06:19:49 PM,Success (with Downloaded Attachment),រតនគិរី,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ថា ប៊ុនថាក់ (Tha Bunthak - 884),,,,,"13.735621,106.987040","13.735621,106.987040",IMG_20250329_181617_241.jpg,,,,,,,,
67e7daffea67480012d1c202,29 Mar 2025 06:35:27 PM,Success (with Downloaded Attachment),កំពត,,,,,,,,,មន្ទីរសម្រាកព្យាបាល រស្មីជុំគីរី (Reasmey Chum Kiri - 1763),,,,,,,,,,,,,,,,,"10.919033311408963, 104.42065864232774",https://maps.app.goo.gl/xAgpBa9ynTZSSj318,photo_2025-03-29_18-34-56.jpg,,,,,,,,
